"DZSI";"DASAN ZHONE SOLUTIONS INC";0
"EXLS";"EXLSERVICE HLDGS INC";0
"EVRI";"EVERI HOLDINGS INC";0
"IRMD";"IRADIMED CORP";0
"JCAP";"JERNIGAN CAPITAL INC";0
"EXPR";"EXPRESS INC";0
"CLF";"CLEVELAND CLIFFS INC";0
"KDMN";"KADMON HLDGS INC";0
"MRNA";"Moderna, Inc.";0
"CPHC";"Canterbury Park Holding Corporation";0
"MOFG";"MIDWESTONE FINANCIAL GROUP INC";0
"AEIS";"Advanced Energy Industries, Inc.";0
"FORM";"FORMFACTOR INC";0
"CTRN";"CITI TRENDS INC";0
"CVA";"COVANTA HOLDING CORPORATION";0
"AKCA";"AKCEA THERAPEUTICS INC";0
"CDLX";"CARDLYTICS INC";0
"LHCG";"LHC GROUP INC";0
"INBK";"FIRST INTERNET BANCORP";0
"FMBH";"FIRST MID BANCSHARES INC";0
"EGP";"EASTGROUP PROPERTIES INC";0
"DJCO";"DAILY JOURNAL CO";0
"FATE";"FATE THERAPEUTICS";0
"IPHI";"INPHI CORPORATION";0
"BKSC";"Bank of South Carolina Corp.";0
"GBT";"GLOBAL BLOOD THERAPEUTICS INC";0
"ALE";"ALLETE INC";0
"FNKO";"FUNKO INC";0
"BDSI";"BioDelivery Sciences International, Inc.";0
"BHLB";"Berkshire Hills Bancorp, Inc.";0
"LIND";"LINDBLAD EXPEDITIONS HLDGS INC";0
"GCI";"GANNETT CO INC";0
"MCFT";"MASTERCRAFT BOAT HOLDINGS INC";0
"FARO";"FARO TECHNOLOGIES INC";0
"ADTN";"ADTRAN, Inc.";0
"EROS";"EROS INTERNATIONAL";0
"HOMB";"HOME BANCSHARES INC.";0
"ACIA";"ACACIA COMMUNICATIONS INC";0
"BLBD";"BLUE BIRD CORP";0
"ZS";"Zscaler, Inc.";0
"BRKS";"Brooks Automation, Inc.";0
"HURN";"HURON CONSULTING GROUP INC";0
"GSBC";"GREAT SOUTHERN BANCORPORATION INC";0
"BPFH";"Boston Private Financial Holdings, Inc.";0
"ARWR";"Arrowhead Research Corporation";0
"MTRX";"MATRIX SERVICE CO";0
"GCBC";"GREENE COUNTY BANCORP INC";0
"AMBC";"AMBAC FINANCIAL GROUP INC";0
"BBX";"BBX CAPITAL CORPORATION NEW";0
"LXP";"LEXINGTON REALTY TRUST";0
"GORO";"GOLD RESOURCE CORPORATION";0
"COUP";"Coupa Software Incorporated";0
"BLDR";"Builders FirstSource, Inc.";0
"CCO";"CLEAR CHANNEL OUTDOOR HOLDINGS INC";0
"LTRPA";"LIBERTY TRIPADVISOR HLDGS INC";0
"DCOM";"DIME COMMUNITY BANCSHARES INC";0
"MYGN";"MYRIAD GENETICS INC";0
"GCAP";"GAIN CAP HLDGS INC";0
"AZZ";"AZZ INC";0
"LPI";"LAREDO PETROLEUM INC";0
"CUBI";"CUSTOMERS BANCORP INC";0
"LULU";"Lululemon Athletica Inc";0
"CLVS";"CLOVIS ONCOLOGY INC";0
"ITRI";"ITRON INC";0
"EGAN";"EGAIN CORPORATION";0
"MDC";"M.D.C.HLDGS INC";0
"CRS";"CARPENTER TECHNOLOGY CORP";0
"FOXF";"FOX FACTORY HOLDING CORP";0
"INSG";"INSEEGO CORP";0
"BBSI";"Barrett Business Services, Inc.";0
"LANC";"LANCASTER COLONY CORP";0
"EXPO";"EXPONENT INC";0
"HAFC";"HANMI FINANCIAL CORP";0
"IVR";"INVESCO MORTGAGE CAPITAL INC";0
"MTSC";"MTS SYSTEMS CORP";0
"COKE";"COCA-COLA CONSOLIDATED INC";0
"SRCE";"1st Source Corporation";0
"MNRO";"MONRO INC";0
"IBOC";"INTERNATIONAL BANCSHARES CORP";0
"AMEH";"APOLLO MEDICAL HOLDINGS INC";0
"KRG";"KITE REALTY GROUP TRUST";0
"AXDX";"ACCELERATE DIAGNOSTICS INC";0
"MSBI";"MIDLAND STS BANCORP INC";0
"ACIW";"ACI Worldwide, Inc.";0
"B";"BARNES GROUP INC";0
"MPX";"MARINE PRODUCTS CORP";0
"ECPG";"ENCORE CAPITAL GROUP INC";0
"HIBB";"HIBBETT SPORTS INC";0
"MMSI";"MERIT MEDICAL SYSTEMS";0
"HBNC";"HORIZON BANCORP INC";0
"GPRO";"GOPRO INC.";0
"MSA";"MSA SAFETY INC";0
"CATC";"CAMBRIDGE BANCORP";0
"CRK";"COMSTOCK RESOURCES INC";0
"BECN";"Beacon Roofing Supply, Inc.";0
"MPB";"MID PENN BANCORP INC";0
"IRBT";"IROBOT CORP";0
"NATH";"NATHANS FAMOUS INC";0
"HURC";"HURCO COMPANIES INC";0
"HTBI";"HOMETRUST BANCSHARES INC";0
"ATNI";"Atlantic Tele-Network, Inc.";0
"HTZ";"HERTZ GLOBAL HOLDINGS INC";0
"HEES";"H&E EQUIPMENT SERVICES LLC";0
"KRYS";"KRYSTAL BIOTECH INC";0
"CRVL";"CORVEL CORP";0
"FICO";"Fair Isaac Corproation";0
"EPZM";"EPIZYME INC";0
"IRWD";"IRONWOOD PHARMACEUTICALS INC";0
"AKBA";"AKEBIA THERAPEUTICS INC";0
"MRCY";"MERCURY SYSTEMS INC";0
"GERN";"GERON CORP";0
"GOLF";"ACUSHNET HOLDINGS CORP";0
"BIDU";"Baidu.com, Inc.";0
"ATRC";"AtriCure, Inc.";0
"FFG";"FBL FINANCIAL GROUP INC";0
"AVID";"Avid Technology, Inc.";0
"HTLF";"HEARTLAND FINANCIAL USA INC";0
"CARG";"CARGURUS INC";0
"ADSW";"ADVANCED DISPOSAL SERVICES INC";0
"ESGR";"ENSTAR GROUP LIMITED";0
"MGNX";"MACROGENICS INC";0
"FCN";"FTI CONSULTING INC";0
"CNTY";"Century Casinos, Inc.";0
"BKE";"BUCKLE";0
"ISBC";"INVESTORS BANCORP INC";0
"ADRO";"ADURO BIOTECH INC";0
"AMPH";"American Physicians Service Group, Inc.";0
"IMGN";"IMMUNOGEN INC";0
"CNCE";"CONCERT PHARMACEUTICALS INC";0
"DAR";"DARLING INGREDIENTS INC";0
"MCB";"METROPOLITAN BANK HOLDING CORP";0
"ANAT";"American National Insurance Company";0
"MGRC";"MCGRATH RENTCORP";0
"MTSI";"MACOM TECHNOLOGY SOLUTIONS HOLDINGS";0
"BBBY";"Bed Bath & Beyond Inc.";0
"KW";"KENNEDY-WILSON HOLDINGS INC";0
"CONN";"CONNS INC";0
"CUTR";"CUTERA INC";0
"HUD";"HUDSON LTD";0
"ISTR";"INVESTAR HOLDING CORP";0
"AMSC";"American Superconductor Corporation";0
"KMT";"KENNAMETAL INC";0
"FBNC";"FIRST BANCORP NC";0
"DGII";"DIGI INTERNATIONAL INC";0
"GBCI";"GLACIER BANCORP";0
"ASYS";"Amtech Systems, Inc.";0
"JRVR";"JAMES RIVER GROUP HOLDINGS";0
"IPAR";"INTER PARFUMS INC";0
"CLDX";"Celldex Therapeutics, Inc";0
"CCOI";"COGENT COMMUNICATIONS HOLDINGS INC";0
"MTOR";"MERITOR INC";0
"ANGO";"AngioDynamics, Inc.";0
"GRBK";"GREEN BRICK PARTNERS INC";0
"ABM";"ABM INDUSTRIES INC";0
"FI";"FRANKS INTERNATIONAL NV";0
"AMRB";"American River Bankshares";0
"IOVA";"IOVANCE BIOTHERAPEUTICS INC";0
"AHPI";"Allied Healthcare Products, Inc.";0
"ICD";"INDEPENDENCE CONTRACT DRILLING INC";0
"ELY";"CALLAWAY GOLF COMPANY";0
"CPSI";"COMPUTER PROGRAMS & SYSTEMS INC";0
"FDBC";"FIDELITY D&D BANCORP";0
"MOD";"MODINE MANUFACTURING CO";0
"CENTA";"Central Garden & Pet Company";0
"FIT";"FITBIT INC";0
"BXMT";"BLACKSTONE MORTGAGE TRUST INC";0
"FBMS";"FIRST BANCSHARES INC MISS";0
"ATNX";"ATHENEX INC";0
"CALM";"Cal-Maine Foods, Inc.";0
"MC";"MOELIS & COMPANY";0
"GIII";"G-III APPAREL GROUP";0
"GTY";"GETTY REALTY CORP";0
"ATSG";"Air Transport Services Group, Inc";0
"TEAM";"Atlassian Corporation";0
"AERI";"AERIE PHARMACEUTICALS INC";0
"HMSY";"HMS HOLDINGS CORP";0
"FVRR";"Fiverr International Ltd.";0
"CTB";"COOPER TIRE & RUBBER CO";0
"JJSF";"J & J SNACK FOODS CORP";0
"BOCH";"Bank of Commerce Holdings (CA)";0
"CBB";"CINCINNATI BELL INC";0
"ABG";"ASBURY AUTOMOTIVE GROUP INC";0
"BNSO";"Bonso Electronics International, Inc.";0
"APAM";"ARTISAN PARTNERS ASSET MGMT INC";0
"TWLO";"Twilio Inc.";0
"ENV";"ENVESTNET INC";0
"AROW";"Arrow Financial Corporation";0
"AXL";"AMERICAN AXLE MANUFACTURING HLDGS";0
"CVI";"CVR ENERGY INC";0
"AHT";"ASHFORD HOSPITALITY TRUST INC";0
"CKH";"SEACOR HOLDINGS INC";0
"COHU";"COHU INC";0
"KREF";"KKR REAL ESTATE FINANCE TRUST INC";0
"BXC";"BLUELINX HLDGS INC";0
"HUBG";"HUB GROUP INC";0
"BLKB";"Blackbaud, Inc.";0
"MLAB";"MESA LABORATORIES INC";0
"J";"Jacobs Engineering Group Inc";0
"ACER";"ACER THERAPEUTICS INC";0
"CLNC";"COLONY CREDIT REAL ESTATE INC";0
"AAON";"AAON, Inc.";0
"GEN";"GENESIS HEALTHCARE INC";0
"AEY";"ADDvantage Technologies Group, Inc.";0
"MEET";"MEET GROUP INC";0
"EFSC";"ENTERPRISE FINANCIAL SERVICES CORP";0
"CSGS";"CSG SYSTEMS INTL INC";0
"INO";"INOVIO PHARMACEUTICALS INC";0
"AKR";"ACADIA REALTY TRUST";0
"TRUE";"Centrue Financial Corporation";0
"MODN";"MODEL N INC";0
"CBZ";"CBIZ INC";0
"ADC";"AGREE REALTY CORP";0
"ALX";"ALEXANDER'S INC";0
"TFC";"Truist Financial Corp";0
"CCBG";"Capital City Bank Group";0
"HVT";"HAVERTY FURNITURE COS INC";0
"HCCI";"HERITAGE-CRYSTAL CLEAN";0
"ACLS";"Axcelis Technologies, Inc.";0
"ARKR";"Ark Restaurants Corp.";0
"BCPC";"Balchem Corporation";0
"IMAX";"IMAX CORP";0
"BANC";"BANC OF CALIFORNIA INC";0
"CXW";"CORECIVIC INC";0
"FWRD";"FORWARD AIR CORPORATION";0
"GLRE";"GREENLIGHT CAPITAL RE LTD";0
"CHRS";"COHERUS BIOSCIENCES INC";0
"CORT";"CORCEPT THERAPEUTICS INC";0
"ARR";"ARMOUR RESIDENTIAL REIT INC";0
"CVBF";"CVB FINANCIAL";0
"HLI";"HOULIHAN LOKEY INC";0
"DOCU";"DocuSign, Inc.";0
"MMI";"MARCUS & MILLICHAP INC";0
"LCUT";"LIFETIME BRANDS IN";0
"BRG";"BLUEROCK RESIDENTIAL GROWTH REIT";0
"CVLY";"CODORUS VY BANCORP INC";0
"MBUU";"MALIBU BOATS INC";0
"HCSG";"HEALTHCARE SERVICES GROUP INC";0
"AAME";"Atlantic American Corporation";0
"CADE";"Cadence Financial Corporation";0
"AMWD";"American Woodmark Corporation";0
"ENSG";"ENSIGN GROUP INC";0
"BOOT";"BOOT BARN HOLDINGS INC";0
"CTT";"CATCHMARK TIMBER TRUST INC";0
"ACTG";"Acacia Research Corporation";0
"CIA";"CITIZENS INC";0
"HOME";"AT HOME GROUP INC";0
"BREW";"CRAFT BREW ALLIANCE INC";0
"AI";"ARLINGTON ASSET INVESTMENT CORP";0
"ILPT";"INDUSTRIAL LOGISTICS PPTYS TR";0
"KE";"KIMBALL ELECTRONICS  INC";0
"GNTY";"GUARANTY BANCSHARES INC TEX";0
"BMI";"BADGER METER INC";0
"AJRD";"AEROJET ROCKETDYNE HLDGS INC";0
"CARV";"Carver Bancorp, Inc.";0
"ALSK";"Alaska Communications Systems Group, Inc.";0
"ANIP";"ANI PHARMACEUTICALS INC";0
"BWFG";"BANKWELL FINL GROUP INC";0
"EGOV";"NIC INC";0
"FCCY";"1st Constitution Bancorp (NJ)";0
"DBD";"DIEBOLD NIXDORF INCORPORATED";0
"EBS";"EMERGENT BIOSOLUTIONS INC";0
"CWT";"CALIFORNIA WATER SERVICE GROUP";0
"AMSF";"AMERISAFE, Inc.";0
"SIRI";"Sirius XM Holdings Inc";0
"DDD";"3 D SYSTEMS INC";0
"ATRO";"Astronics Corporation";0
"MCBC";"MACATAWA BANK CORP";0
"FR";"FIRST INDUSTRIAL REALTY TRUST";0
"IRDM";"IRIDIUM COMMUNICATIONS INC";0
"FIX";"COMFORT SYSTEMS USA";0
"FRGI";"FIESTA RESTAURANT GROUP";0
"CDNA";"CAREDX INC";0
"KRO";"KRONOS WORLDWIDE INC";0
"AIT";"APPLIED INDUSTRIAL TECHNOLOGIES INC";0
"DCO";"DUCOMMUN INC";0
"CIO";"CITY OFFICE REIT INC";0
"MYE";"MYERS INDUSTRIES INC";0
"BYSI";"BEYONDSPRING INC";0
"AMN";"AMN HEALTHCARE SERVICES INC";0
"AMOT";"Allied Motion Technologies, Inc.";0
"CNBKA";"Century Bancorp, Inc.";0
"ARES";"ARES MANAGEMENT CORPORATION";0
"EE";"EL PASO ELECTRIC CO";0
"EYE";"NATIONAL VISION HOLDINGS INC";0
"DDOG";"Datadog, Inc.";0
"BHVN";"BIOHAVEN PHARMACEUTICAL HLDG CO LTD";0
"GMS";"GMS INC";0
"AC";"ASSOCIATED CAP GROUP INC";0
"GME";"GAMESTOP CORPORATION";0
"BOX";"BOX INC";0
"BELFA";"Bel Fuse Inc.";0
"FLWS";"1-800 FLOWERS.COM, Inc.";0
"RTX";"Raytheon Technologies Corp";0
"BGS";"B & G FOODS INC";0
"LGIH";"LGI HOMES INC";0
"KAMN";"KAMAN CORP";0
"EQBK";"EQUITY BANCSHARES INC";0
"EXTN";"EXTERRAN CORPORATION";0
"ACBI";"ATLANTIC CAPITAL BANCSHARES INC";0
"DIOD";"DIODES INC";0
"FLXN";"FLEXION THERAPEUTICS INC";0
"GTHX";"G1 THERAPEUTICS IN";0
"LMNR";"LIMONEIRA CO";0
"MED";"MEDIFAST INC";0
"CCF";"CHASE CORP(MASS)";0
"CRMT";"America's Car-Mart, Inc.";0
"MSGN";"MSG NETWORK INC";0
"CLI";"MACK CALI REALTY CORP";0
"CAI";"CAI INTERNATIONAL INC";0
"BSQR";"BSQUARE Corporation";0
"AVA";"AVISTA CORP";0
"KBR";"KBR INC";0
"CBRL";"CBRL Group Inc.";0
"ADMS";"ADAMAS PHARMACEUTICALS INC";0
"GNMK";"GENMARK DIAGNOSTICS INC";0
"DVAX";"DYNAVAX TECHNOLOGIES CORP";0
"AROC";"ARCHROCK INC";0
"ECOM";"CHANNELADVISOR CORP";0
"HBB";"HAMILTON BEACH BRANDS HLDG CO";0
"ITCI";"INTRA-CELLUAR THERAPIES INC";0
"LAWS";"LAWSON PRODUCTS INC";0
"MEI";"METHODE ELECTRONICS INC";0
"CLAR";"CLARUS CORPORATION";0
"AEL";"AMERICAN EQUITY INVT LIFE HLDG CO";0
"AWRE";"Aware, Inc.";0
"IDCC";"INTERDIGITAL INC";0
"MNOV";"MEDICINOVA INC";0
"GPI";"GROUP 1 AUTOMOTIVE INC";0
"MLHR";"HERMAN MILLER INC";0
"AIMC";"Altra Holdings, Inc.";0
"KALV";"KALVISTA PHARMACEUTICALS INC";0
"CAMT";"Camtek Ltd.";0
"AGNC";"American Capital Agency Corp.";0
"CELC";"CELCUITY INC";0
"LTC";"LTC PROPERTIES INC";0
"ARNA";"Arena Pharmaceuticals, Inc.";0
"MRC";"MRC GLOBAL INC";0
"FLOW";"SPX FLOW INC";0
"GCO";"GENESCO INC";0
"MSEX";"MIDDLESEX WATER CO";0
"GNRC";"GENERAC HLDGS INC";0
"ETM";"ENTERCOM COMMUNICATIONS";0
"FNHC";"FEDNAT HOLDING COMPANY";0
"KIDS";"ORTHOPEDIATRICS CORP";0
"ALRM";"ALARM.COM HOLDINGS INC";0
"BMRN";"BioMarin Pharmaceutical Inc.";0
"GPMT";"GRANITE POINT MORTGAGE TRUST INC";0
"ADCT";"ADC Telecommunications, Inc.";0
"APEI";"American Public Education, Inc.";0
"GPRE";"GREEN PLAINS INC";0
"COLL";"COLLEGIUM PHARMACEUTICAL INC";0
"ELF";"E L F BEAUTY INC";0
"FRBK";"REPUBLIC FIRST BANCORP INC";0
"AVTR";"Avatar Holdings Inc.";0
"CNMD";"CONMED CORP";0
"CSWC";"Capital Southwest Corporation";0
"ESNT";"ESSENT GROUP LTD";0
"CTBI";"COMMUNITY TRUST BANCORP INC";0
"MDGL";"MADRIGAL PHARMACEUTICALS INC";0
"AXTI";"AXT Inc";0
"WDAY";"Workday Inc";0
"ADVM";"ADVERUM BIOTECHNOLOGIES INC";0
"INOV";"INOVALON HOLDINGS INC";0
"INFN";"INFINERA CORP";0
"LIVN";"LIVANOVA PLC";0
"EGBN";"EAGLE BANCORP INC";0
"GLYC";"GLYCOMIMETICS INC";0
"KIN";"KINDRED BIOSCIENCES INC";0
"LCNB";"LCNB CORP";0
"AOSL";"ALPHA & OMEGA SEMICONDUCTOR LTD";0
"KPTI";"KARYOPHARM THERAPEUTICS INC";0
"CNXN";"PC CONNECTION";0
"AEZS";"AEterna Zentaris, Inc.";0
"HALO";"HALOZYME THERAPEUTICS INC";0
"HSII";"HEIDRICK & STRUGGLES";0
"CPRX";"Catalyst Pharmaceutical Partners, Inc.";0
"ICHR";"ICHOR HOLDINGS LTD";0
"LMAT";"LEMAITRE VASCULAR INC";0
"BKH";"BLACK HILLS CORP";0
"HONE";"HARBORONE BANCORP INC NEW";0
"FCF";"FIRST COMM'WTH FINL CORP PA";0
"DKNG";"DraftKings Inc.";0
"GFN";"GENERAL FINANCE CORPORATION";0
"MTH";"MERITAGE HOMES CORP";0
"ESTE";"EARTHSTONE ENERGY INC";0
"BANR";"Banner Corporation";0
"MATX";"MATSON INC";0
"FSP";"FRANKLIN STREET PROPERTIES CORP/MA";0
"ECHO";"ECHO GLOBAL LOGISTICS INC";0
"CAKE";"CHEESECAKE FACTORY";0
"CSIQ";"Canadian Solar Inc.";0
"MSTR";"MICROSTRATEGY";0
"AVYA";"AVAYA HOLDINGS CORP";0
"AXAS";"Abraxas Petroleum Corporation";0
"FFIN";"FIRST FINANCIAL BANKSHARES INC";0
"HMTV";"HEMISPHERE MEDIA GROUP INC";0
"GFF";"GRIFFON CORP";0
"CNDT";"CONDUENT INC";0
"GRC";"GORMAN RUPP COMPANY";0
"HL";"HECLA MINING CO";0
"PTON";"Peloton Interactive, Inc.";0
"FORR";"FORRESTER RESEARCH INC";0
"MRLN";"MARLIN BUSINESS SERVICES CORP";0
"EPM";"EVOLUTION PETROLEUM CORPORATION";0
"CEVA";"CEVA INC";0
"BJRI";"BJ's Restaurants, Inc.";0
"AMRC";"AMERESCO INC";0
"UHAL";"Amerco";0
"HQY";"HEALTHEQUITY INC";0
"LXRX";"LEXICON PHARMACEUTICALS INC";0
"FELE";"FRANKLIN ELECTRIC CO INC";0
"AVD";"AMERICAN VANGUARD CORP";0
"EVTC";"EVERTEC INC";0
"IIIN";"INSTEEL INDUSTRIES INC";0
"CASY";"Caseys General Stores, Inc.";0
"CMP";"COMPASS MINERALS INTERNATIONAL INC";0
"FRME";"FIRST MERCHANTS CORP";0
"ASGN";"ASGN INCORPORATED";0
"DLTH";"DULUTH HOLDINGS INC";0
"CDE";"COEUR MINING INC";0
"GTS";"TRIPLE-S MANAGEMENT CORPORATION";0
"LJPC";"LA JOLLA PHARMACEUTICAL CO";0
"MTZ";"MASTEC INC";0
"DOC";"PHYSICIANS REALTY TRUST";0
"LNTH";"LANTHEUS HOLDINGS INC";0
"MNR";"MONMOUTH REAL ESTATE INVT CORP";0
"HLIT";"HARMONIC INC";0
"NAT";"NORDIC AMERICAN TANKERS LIMITED";0
"CSWI";"CSW INDUSTRIALS INC";0
"TAST";"Carrols Restaurant Group, Inc.";0
"CERS";"CERUS CORP";0
"CECE";"CECO Environmental Corp.";0
"KFY";"KORN FERRY";0
"ARAY";"Accuray Incorporated";0
"EME";"EMCOR GROUP INC";0
"BCO";"BRINK'S COMPANY";0
"ACNB";"ACNB CORP";0
"CHKP";"Check Point Software Technologies Ltd";0
"ADES";"ADA-ES, Inc.";0
